Appname,Date,Score,Text,text
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good app,good app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,wonderful,wonderful
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice app for beginners,nice app for beginners
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good app for options Trading,good app for options trading
"Groww Stocks, Mutual Fund, IPO",Unknown,1,नमस्ते जी मुझे instant withdrawal का पॉप अप दिखयी नहि दे रहा हा क्या आपने वो सर्विस बंद कर दी है,नमसत ज मझ instant withdrawal क पप अप दखय नह द रह ह कय आपन व सरवस बद कर द ह
"Groww Stocks, Mutual Fund, IPO",Unknown,5,excellent 👍,excellent
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Best trading,best trading
"Groww Stocks, Mutual Fund, IPO",Unknown,5,super,super
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice 💯,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,1,High brokerage,high brokerage
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,excellent,excellent
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very grateful app,very grateful app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,2,Withdrawal time lagta hai,withdrawal time lagta hai
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Best platform,best platform
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good 👍,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very good,very good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very good,very good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,It's very easily use,its very easily use
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good apps,good apps
"Groww Stocks, Mutual Fund, IPO",Unknown,5,super 💯,super
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,2,NICE,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,3,"स्लोली, बीएसएनएल",सलल बएसएनएल
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good 👍,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Mst app hai,mst app hai
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Very nice,very nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,OUTSTANDING experience.,outstanding experience
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Highly recommended,highly recommended
"Groww Stocks, Mutual Fund, IPO",Unknown,3,Unable open application,unable open application
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good System,good system
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"The app’s clean and simple design makes it easy for beginners to navigate and start investing in stocks or mutual funds. There's no fee for opening a Demat account on Groww, which is great for those just starting with investments.",the apps clean and simple design makes it easy for beginners to navigate and start investing in stocks or mutual funds theres no fee for opening a demat account on groww which is great for those just starting with investments
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"Dhan is better than Groww, brokerage change for delivery on Groww platform is RS-2 Per share delivery.",dhan is better than groww brokerage change for delivery on groww platform is rs per share delivery
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good 👍,good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"This app maybe not for traders because, when I trade in this app my position shows now I am profitable ,but when I am sell my order it maybe not sell far value.i am face so many glitches in this app",this app maybe not for traders because when i trade in this app my position shows now i am profitable but when i am sell my order it maybe not sell far valuei am face so many glitches in this app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,👌,
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Superb,superb
"Groww Stocks, Mutual Fund, IPO",Unknown,3,"मेरे मोबाइल में यह ऐप खुलने में काफी समय लेता है,पहले अच्छा चल रहा था। दूसरे लोगों का क्या अनुभव है मुझे नहीं पता।",मर मबइल म यह ऐप खलन म कफ समय लत हपहल अचछ चल रह थ दसर लग क कय अनभव ह मझ नह पत
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Awesome,awesome
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice 👍,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice 👍,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very nice app,very nice app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,I'm very happy😊,im very happy
"Groww Stocks, Mutual Fund, IPO",Unknown,4,very good app for investment point of view but trading not comfort view on dashboard.,very good app for investment point of view but trading not comfort view on dashboard
"Groww Stocks, Mutual Fund, IPO",Unknown,5,best,best
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,1,App is not opening after Feb 2025 update... Plz fix this no internet problem,app is not opening after feb update plz fix this no internet problem
"Groww Stocks, Mutual Fund, IPO",Unknown,3,"No doubt, user interface face is friendly, but i uses chart view it does not show right market price after the day end. Always makes different between the close price in chart and actual price.",no doubt user interface face is friendly but i uses chart view it does not show right market price after the day end always makes different between the close price in chart and actual price
"Groww Stocks, Mutual Fund, IPO",Unknown,5,it's good,its good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Nice pic,nice pic
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Worst app it's been a year not yet received the money of the ipo 😡😡😡,worst app its been a year not yet received the money of the ipo
"Groww Stocks, Mutual Fund, IPO",Unknown,5,best Treding Platform,best treding platform
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"Grow is a very best application for trading , investing , mtf and etf thanks grow team you are the best",grow is a very best application for trading investing mtf and etf thanks grow team you are the best
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Very very good,very very good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,excellent,excellent
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Groww is not one of the best app.. Only Groww is the best app.,groww is not one of the best app only groww is the best app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice experience,nice experience
"Groww Stocks, Mutual Fund, IPO",Unknown,4,nice app,nice app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,awesome Experience,awesome experience
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"Best app SIP& STOCKS,MUTUAL FUND.IPO",best app sip stocksmutual fundipo
"Groww Stocks, Mutual Fund, IPO",Unknown,5,best and easy to use and understand,best and easy to use and understand
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good app,good app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Very nice,very nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,ok,ok
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,A finance-user-friendly app that assists you in market related and mutual funds related investments.,a financeuserfriendly app that assists you in market related and mutual funds related investments
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,superb,superb
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Fasting aap,fasting aap
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Excellent App for investing and Trading.,excellent app for investing and trading
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good 👍😊,good
"Groww Stocks, Mutual Fund, IPO",Unknown,4,please introduce portfolio graph,please introduce portfolio graph
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Not bad,not bad
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Excellent,excellent
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Best investment app ever...,best investment app ever
"Groww Stocks, Mutual Fund, IPO",Unknown,5,it's very good and very simple to use,its very good and very simple to use
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Best experience,best experience
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Good 👍,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice 👍,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,fantastic 😍,fantastic
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Lots of glitches and lag.. Will lose money for sure ..👎,lots of glitches and lag will lose money for sure
"Groww Stocks, Mutual Fund, IPO",Unknown,5,awesome,awesome
"Groww Stocks, Mutual Fund, IPO",Unknown,1,There price filter in search option but after the update price filter is gone out,there price filter in search option but after the update price filter is gone out
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good good,good good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Worst app. Lack of time issue is facing too much,worst app lack of time issue is facing too much
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good works,good works
"Groww Stocks, Mutual Fund, IPO",Unknown,3,Customer care information is not total satisfaction information & pick up phone call after completed process ( 15 to 20 minutes late),customer care information is not total satisfaction information pick up phone call after completed process to minutes late
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"Good aap, easy to handle and friendly",good aap easy to handle and friendly
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,thik,thik
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,investment app,investment app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very good,very good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good app,good app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,1,इनकी कस्टमर सर्विस बहुत बेकार है शिकायत पर कोई करवाई नहीं होती है लोन पेमेंट अपडेट नहीं होता है मैंने एडवांस पेमेंट की थी फिर भी ड्यू दिखा रहा था जिस करन मेरी सिविल स्कोर खराब हो गई 3 महीने लगातार मैंने कस्टमर केयर पर शिकायत की पर कोई करवाई नहीं हुई,इनक कसटमर सरवस बहत बकर ह शकयत पर कई करवई नह हत ह लन पमट अपडट नह हत ह मन एडवस पमट क थ फर भ डय दख रह थ जस करन मर सवल सकर खरब ह गई महन लगतर मन कसटमर कयर पर शकयत क पर कई करवई नह हई
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good Groww,good groww
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Nnic app,nnic app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice 👍,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,superb,superb
"Groww Stocks, Mutual Fund, IPO",Unknown,4,mast,mast
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Just like stoploss there is need of profit booking option so even if we are not using app after profit of that no it should automatically book our profit,just like stoploss there is need of profit booking option so even if we are not using app after profit of that no it should automatically book our profit
"Groww Stocks, Mutual Fund, IPO",Unknown,5,it's really good 👍,its really good
"Groww Stocks, Mutual Fund, IPO",Unknown,2,Very much slow application,very much slow application
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"This app very poor, withdraw problem, SL problem Target problem, hang problem, execution problem very very poor",this app very poor withdraw problem sl problem target problem hang problem execution problem very very poor
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Best side,best side
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very good👍,very good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Too much tax. My all profits taken by this platform via tax. Don't install. Don't deserve 1 star🤡,too much tax my all profits taken by this platform via tax dont install dont deserve star
"Groww Stocks, Mutual Fund, IPO",Unknown,5,excellent,excellent
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good trading app,good trading app
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Oder reject problem,oder reject problem
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,groww is sooo beautiful,groww is sooo beautiful
"Groww Stocks, Mutual Fund, IPO",Unknown,5,I m being miilionair,i m being miilionair
"Groww Stocks, Mutual Fund, IPO",Unknown,5,super hero,super hero
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good apps and very seqior it is a Manny platform,good apps and very seqior it is a manny platform
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Remove F&O Charges,remove fo charges
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Good app for the training people's,good app for the training peoples
"Groww Stocks, Mutual Fund, IPO",Unknown,5,super app,super app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good apps,good apps
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"What's the issue with Groww app? It never shows updated value as per the market. It keeps on showing varied values time to time. Pls fix it, else we have switch to other options.",whats the issue with groww app it never shows updated value as per the market it keeps on showing varied values time to time pls fix it else we have switch to other options
"Groww Stocks, Mutual Fund, IPO",Unknown,5,👌,
"Groww Stocks, Mutual Fund, IPO",Unknown,5,thanks grow,thanks grow
"Groww Stocks, Mutual Fund, IPO",Unknown,2,Why u r demanding my bank account,why u r demanding my bank account
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"I've been using it since more than 3 years, it was best app, used to work smoothly on weak internet connection as well. But in recent days it has became worst. Doesn't open up on data connection and needs strong wifi connectivity. No matter you are on 4g or 5g, it doesn't show up anything and keeps on lagging. After recent update it is the same story.",ive been using it since more than years it was best app used to work smoothly on weak internet connection as well but in recent days it has became worst doesnt open up on data connection and needs strong wifi connectivity no matter you are on g or g it doesnt show up anything and keeps on lagging after recent update it is the same story
"Groww Stocks, Mutual Fund, IPO",Unknown,3,"How can I set 'Intraday' as the default order type in the ? Also, how can I remove unwanted options? It would be better to remove the 'Credit' and 'Position' buttons to make the app more user-friendly instead of adding extra features that are not useful for intraday traders.",how can i set intraday as the default order type in the also how can i remove unwanted options it would be better to remove the credit and position buttons to make the app more userfriendly instead of adding extra features that are not useful for intraday traders
"Groww Stocks, Mutual Fund, IPO",Unknown,5,from the last update it was hanging,from the last update it was hanging
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Very easy to use. It is not possible to login via phone number. If possible please make it possible. Overall very good app,very easy to use it is not possible to login via phone number if possible please make it possible overall very good app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,superb,superb
"Groww Stocks, Mutual Fund, IPO",Unknown,5,I found it user friendly but need to bring update on AI usage on trading platform so that we can become more alert and advance indicator like trading view,i found it user friendly but need to bring update on ai usage on trading platform so that we can become more alert and advance indicator like trading view
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Waiting for mcx segment please add as soon as possible,waiting for mcx segment please add as soon as possible
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,awesome... i like it very much ☺️,awesome i like it very much
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"Indian number one trading app, all good facilities available 🤩",indian number one trading app all good facilities available
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,4,good one,good one
"Groww Stocks, Mutual Fund, IPO",Unknown,5,best,best
"Groww Stocks, Mutual Fund, IPO",Unknown,1,worst app to use for trading cant sell the shares when price is good for us,worst app to use for trading cant sell the shares when price is good for us
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Very nice 👍 app,very nice app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"Groww App is very good App, it helps us in choosing a good shares and it's easy to understand.",groww app is very good app it helps us in choosing a good shares and its easy to understand
"Groww Stocks, Mutual Fund, IPO",Unknown,5,best demat account,best demat account
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Very good 👍,very good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"I won 150 rupees, from this you guys deduct the charges and give me only six rupees profit.",i won rupees from this you guys deduct the charges and give me only six rupees profit
"Groww Stocks, Mutual Fund, IPO",Unknown,5,outstanding,outstanding
"Groww Stocks, Mutual Fund, IPO",Unknown,5,ok,ok
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Bad parformas,bad parformas
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Best platform for beginners,best platform for beginners
"Groww Stocks, Mutual Fund, IPO",Unknown,4,ok 👌,ok
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Best app for trading,best app for trading
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice app Thank you for app,nice app thank you for app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very good,very good
"Groww Stocks, Mutual Fund, IPO",Unknown,2,Loss due to glitch,loss due to glitch
"Groww Stocks, Mutual Fund, IPO",Unknown,4,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,4,trust,trust
"Groww Stocks, Mutual Fund, IPO",Unknown,3,Broker charges high than compare with another plotforms,broker charges high than compare with another plotforms
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"भाई मैने भी ज्यादा पैसे कमाने के लिए grow app में अकाउंट बनाया और 80,000/ से ट्रेडिंग चालू किया। लेकिन रिजल्ट ये रहा कि। ये लोग फ्रॉड करके आपको loss में ही लेके जाएंगे चाहे जितना आप होशियार हो।Grow App froud है। बात मान लीजिए। आज तक 50,000/* लॉस में हु",भई मन भ जयद पस कमन क लए grow app म अकउट बनय और स टरडग चल कय लकन रजलट य रह क य लग फरड करक आपक loss म ह लक जएग चह जतन आप हशयर हgrow app froud ह बत मन लजए आज तक लस म ह
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Excellent,excellent
"Groww Stocks, Mutual Fund, IPO",Unknown,4,good for trading,good for trading
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"Pathetic service , first mention 2 mins for a call and then keep it hold for 30 mins Nonsense tech company , seriously atleast tell the genuine time ,",pathetic service first mention mins for a call and then keep it hold for mins nonsense tech company seriously atleast tell the genuine time
"Groww Stocks, Mutual Fund, IPO",Unknown,5,always good,always good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,I love it,i love it
"Groww Stocks, Mutual Fund, IPO",Unknown,3,bekar,bekar
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,excllent,excllent
"Groww Stocks, Mutual Fund, IPO",Unknown,5,it's really good experience here becz we can set both stoploss and target thn really good for learners,its really good experience here becz we can set both stoploss and target thn really good for learners
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Goof for beginners,goof for beginners
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Thanks for Groww,thanks for groww
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"So much loading time after update ,first I think my internet is running slow but actual problem is your app ,Taking much more loading time.",so much loading time after update first i think my internet is running slow but actual problem is your app taking much more loading time
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,App is slow . Very bad experience,app is slow very bad experience
"Groww Stocks, Mutual Fund, IPO",Unknown,5,excellent app smooth working esa app kisibmaster mind ne banaya hona sabhi broker ke app ke baad ye mera opinion hai ji...,excellent app smooth working esa app kisibmaster mind ne banaya hona sabhi broker ke app ke baad ye mera opinion hai ji
"Groww Stocks, Mutual Fund, IPO",Unknown,1,This is a very poor application...they sell your shares without any permission...this is a fraud application..please don't install..their response is very poor,this is a very poor applicationthey sell your shares without any permissionthis is a fraud applicationplease dont installtheir response is very poor
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Grow is doing a scam it is deducting money,grow is doing a scam it is deducting money
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,4,"Today I sold 150 shares at 683 per share, and bought the same share at 650 but the average price still shows 683. Please can you fixed this?",today i sold shares at per share and bought the same share at but the average price still shows please can you fixed this
"Groww Stocks, Mutual Fund, IPO",Unknown,5,easy to navigate interface,easy to navigate interface
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Too simple way,too simple way
"Groww Stocks, Mutual Fund, IPO",Unknown,5,best,best
"Groww Stocks, Mutual Fund, IPO",Unknown,5,aachhch hai,aachhch hai
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Best broker 👍,best broker
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Very good,very good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,learning,learning
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Great,great
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"This is perfect app for all including beginner to experience one, having security feature make it safer.",this is perfect app for all including beginner to experience one having security feature make it safer
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"After updating the app does not work properly,please fix the bugs.when go the order and click to the chart does not open....",after updating the app does not work properlyplease fix the bugswhen go the order and click to the chart does not open
"Groww Stocks, Mutual Fund, IPO",Unknown,4,thank you very much,thank you very much
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Hlo groww I love u One thing I want to discuss with u gyz like on trading view jb hum log trade place karte h to onscreen tp and sl dikhata h or hum log on screen hi tp and sl ko sift bhi kar sakte h. So a humble request to u that u gyz also introduce this feature also plz,hlo groww i love u one thing i want to discuss with u gyz like on trading view jb hum log trade place karte h to onscreen tp and sl dikhata h or hum log on screen hi tp and sl ko sift bhi kar sakte h so a humble request to u that u gyz also introduce this feature also plz
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice app,nice app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Awesome,awesome
"Groww Stocks, Mutual Fund, IPO",Unknown,3,Nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Groww app is hanging its not working propely so plz update this...,groww app is hanging its not working propely so plz update this
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very smooth experience,very smooth experience
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good 👍 for trading,good for trading
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice performance,nice performance
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,easy use 👌,easy use
"Groww Stocks, Mutual Fund, IPO",Unknown,5,best,best
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good platform for trading,good platform for trading
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good Application BUT I'm In LOSS,good application but im in loss
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"I am using since 2021...It has excellent customer support, ease of use, and transparent pricing , the app could improve its research (start OFS) and analysis tools, but Overall, Groww appears to be a solid choice for investors looking for a user-friendly and cost-effective platform.",i am using since it has excellent customer support ease of use and transparent pricing the app could improve its research start ofs and analysis tools but overall groww appears to be a solid choice for investors looking for a userfriendly and costeffective platform
"Groww Stocks, Mutual Fund, IPO",Unknown,5,it's good,its good
"Groww Stocks, Mutual Fund, IPO",Unknown,2,When ever open option chain always loading.....,when ever open option chain always loading
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good 😊,good
"Groww Stocks, Mutual Fund, IPO",Unknown,4,well,well
"Groww Stocks, Mutual Fund, IPO",Unknown,5,best platform for investing in mutual funds,best platform for investing in mutual funds
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Good app 💯,good app
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"Really worst app. Actually i wanted to know just small information, but these people are asking me to login, login is compulsory. Why do I need to give mobile number and enter OTP to know just a small information. They are stealing the data and continuously spam calls. This is really worst. I'm already have the account, I can login but everytime I can't go login to get small small information right.. Worst service.",really worst app actually i wanted to know just small information but these people are asking me to login login is compulsory why do i need to give mobile number and enter otp to know just a small information they are stealing the data and continuously spam calls this is really worst im already have the account i can login but everytime i cant go login to get small small information right worst service
"Groww Stocks, Mutual Fund, IPO",Unknown,1,You get absolutely no reminder about upcoming installment date. But you get 10 notification every day for promotion and offers.,you get absolutely no reminder about upcoming installment date but you get notification every day for promotion and offers
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"I love the notification I get from the app especially the ones alerting me about support/resistance being hit, value of my portfolio etc",i love the notification i get from the app especially the ones alerting me about supportresistance being hit value of my portfolio etc
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very good,very good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice 👍,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,4,can be made more user friendly,can be made more user friendly
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,1,"Very high intraday fees (and a fixed minimum cherge, ₹2). Switching to Zerodha.",very high intraday fees and a fixed minimum cherge switching to zerodha
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,Very good,very good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,fantastic,fantastic
"Groww Stocks, Mutual Fund, IPO",Unknown,5,super fast,super fast
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice 👍👍,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,excellent,excellent
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice,nice
"Groww Stocks, Mutual Fund, IPO",Unknown,5,💗,
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,5,nice app for stock marketing,nice app for stock marketing
"Groww Stocks, Mutual Fund, IPO",Unknown,5,very nice 👍 app,very nice app
"Groww Stocks, Mutual Fund, IPO",Unknown,5,ok,ok
"Groww Stocks, Mutual Fund, IPO",Unknown,1,Loss e loss,loss e loss
"Groww Stocks, Mutual Fund, IPO",Unknown,5,good,good
"Groww Stocks, Mutual Fund, IPO",Unknown,4,Everything is fine but there should be an option to search xyz stock in a mutual fund in which a person is invested.,everything is fine but there should be an option to search xyz stock in a mutual fund in which a person is invested
"Groww Stocks, Mutual Fund, IPO",Unknown,5,"Please add allocation watcher on stock section to understand what percentage we invested on mid, large, small and sectorial wise looks like in many applications. And if can dividend tracker too. Its very hard to follow dividends",please add allocation watcher on stock section to understand what percentage we invested on mid large small and sectorial wise looks like in many applications and if can dividend tracker too its very hard to follow dividends
"Groww Stocks, Mutual Fund, IPO",Unknown,1,brokerage itna leta hai ki chote Traders ke profit ko bhi loss me kr de,brokerage itna leta hai ki chote traders ke profit ko bhi loss me kr de
